"userid","userenabled","title","district","facility","value","occupation","phone_present","biography_present"
46448,1,"Project Coordinator","3","583","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46450,1,"Health Research Scientist","5","691","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46451,1,"Scientist","3","583","VHA – Non-Clinical Scientist (AES 72)","AES 72",t,t
46452,1,"Vocational Rehabiliation Specialist","5","612","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46453,1,"PATIENT SERVICE ASSISTANT","1","508","VHA – Administrative or clerical employee working in a clinical area (for example a Ward Secretary, Radiology Receptionist) (AES 40)","AES 40",t,t
46455,1,"TSES Manager/CWT Coordinator","5","459","VHA – Social Worker (AES 31)","AES 31",t,t
46456,1,"Energy Manager","1","558","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46457,1,"Data Analyst","3","583","Other (including Contractor)","tractor",t,t
46458,1,"Health System Specialist","4","756","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46459,1,"Associate Chief Nurse, Education","2","557","VHA – RN: Level IV (AES 24)","AES 24",t,t
46460,1,"","1","202","VHA – Nurse Practitioner (AES 20)","AES 20",t,t
46463,1,"vsr","1","402","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46464,1,"Respiratory Therapist","2","521","VHA – Respiratory Therapist (for example a RRT or CRTT) (AES 35)","AES 35",t,t
46465,1,"Vocational Rehab. Specialist","2","596","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46466,1,"ACOS SCI/D","3","657A0","VHA – Physician: All other physicians (AES 14)","AES 14",t,t
46467,1,"Product Effectiveness Team Lead","1","101","Other (including Contractor)","tractor",t,t
46468,1,"RT(R)CT","1","523","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",t,t
46469,1,"MSA","5","663","VHA – Clinic Scheduler (AES 49)","AES 49",t,t
46470,1,"Registered Nurse","5","678","VHA – RN: Level I (AES 21)","AES 21",t,t
46471,1,"","5","501","VACO – Instructional Systems Specialist (AES 418)","AES 418",t,t
46472,1,"Medical Equipment Repairer","2","626A4","VHA – WG Employee at WG-9 or above (AES 63)","AES 63",t,t
46474,1,"Nurse","3","0405V","VHA – LPN (AES 26)","AES 26",t,t
46475,1,"staff audiologist","2","573GI","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",f,t
46476,1,"Biomed Tech","4","442","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46477,1,"VRS-TSES","5","648A4","VHA – Homeless Program Employee (AES 71)","AES 71",t,t
46480,1,"physician/bioethicist","5","691","VHA – Physician: Primary Care (AES 9)","AES 9",t,t
46481,1,"Vocational Rehabilitation Counselor","5","377","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46482,1,"HR Specialist","5","344","VBA – Human Resources Specialist (AES 334)","AES 334",t,t
46483,1,"AVREO","5","348","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46484,1,"Congressional Liaison","5","346","VBA – Congressional Liaison Representative (AES 316)","AES 316",t,t
46485,1,"Asst. Loan Guaranty Officer","5","345","VBA – Loan Specialist (AES 344)","AES 344",t,t
46486,1,"admin specialist","5","343","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46487,1,"","2","573","VHA – RN: Level I (AES 21)","AES 21",t,t
46488,1,"Claims Assistant","1","377","VBA – Claims Assistant (AES 313)","AES 313",t,t
46489,1,"Vocational Rehabiliation Counselor","5","358","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46490,1,"Supervisory Health System Specialist","3","695","VHA – Clinical laboratory employee excluding administrative support employees (for example Medical Technologists and Technicians) (AES 38)","AES 38",t,t
46491,1,"Housekeeping","3","676","VHA – Housekeeping employees at WG-1 through WG-3 (AES 60)","AES 60",t,t
46492,1,"Management Analyst","5","644","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46493,1,"REGISTERED NURSE","5","678","VHA – RN: Level II (AES 22)","AES 22",t,t
46494,1,"BSN-RN","5","0521V","VHA – RN: Level III (AES 23)","AES 23",t,t
46495,1,"Supervisory Customer Service Representative","1","101","OIT – Customer Support (CUSTSPT) – including customer support specialist, help desk representative, maintenance specialist, technical support specialist (AES 203)","AES 203",t,t
46496,1,"Lead Administrative Officer","1","689","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46497,1,"Beneficial Travel Clerk","2","516","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46498,1,"TeleMOVE Clinical Dietitian","1","506","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46499,1,"health systems specialist","1","526","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46501,1,"BIOMED","2","548","VHA – Clinical laboratory employee excluding administrative support employees (for example Medical Technologists and Technicians) (AES 38)","AES 38",t,t
46503,1,"RVSR","1","318","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46507,1,"Chaplain","3","437","VHA – Chaplain (AES 32)","AES 32",t,t
46508,1,"Food Service Supervisor","2","PCAC-N","Other (including Contractor)","tractor",t,t
46509,1,"Supervisor, Comp & Pen and Occupational Medicine","1","631","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
46510,1,"AVREO","1","306","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46511,1,"Medical Equipment Repairer,","1","637","VHA – WG Employee at WG-9 or above (AES 63)","AES 63",f,f
46512,1,"VSR","5","377","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46513,1,"Biomedical Equipment Support Specialist","3","676","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46514,1,"Executive Secretary to Medical Center Director","4","623","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46515,1,"Claims Assistant","5","377","VBA – Claims Assistant (AES 313)","AES 313",t,t
46516,1,"RVSR","5","377","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46517,1,"Kinesiotherapist","1","614GF","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46518,1,"Medical Imaging Specialist","1","541","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46519,1,"HUD/VASH Social Worker","4","436GH","VHA – Social Worker (AES 31)","AES 31",t,t
46520,1,"Senior Veterans Service Representative","5","343","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46521,1,"CWT Program Manager","4","442","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46522,1,"VSR","5","347","VBA – Veterans Service Representative (AES 377)","AES 377",t,t
46524,1,"Vocational Rehabilitation Counselor","5","663A4","VHA – Other certified or licensed hands-on direct patient care provider (AES 36)","AES 36",t,t
46525,1,"","1","518","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46526,1,"Business Analyst","1","101","OIT – Systems Analyst (SYSANALYSIS) – including business analyst, systems analyst (AES 215)","AES 215",t,t
46527,1,"Medical Support Assistant","1","652","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46530,1,"Lead Staff Assistant","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46531,1,"","2","516","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46533,1,"Veterans Claims Examiner","5","377","VBA – Veteran Claims Examiners (AES 372)","AES 372",t,t
46535,1,"Chief, Verification Support","1","101","VACO – Program Manager (AES 431)","AES 431",t,t
46540,1,"US Army Fellow","1","101","VACO – Executive Assistant (AES 413)","AES 413",t,t
46541,1,"LPN","3","636GJ","VHA – LPN (AES 26)","AES 26",f,t
46542,1,"HBPC Clinical Social Worker, LCSW, C-SWHC","5","648","VHA – Social Worker (AES 31)","AES 31",f,f
46543,1,"Mental Health Social Worker","1","519","VHA – Social Worker (AES 31)","AES 31",t,t
46544,1,"H/HHA Coordinator","4","674","VHA – Social Worker (AES 31)","AES 31",t,t
46545,1,"Clinical Demonstration Project Coordinator","4","598","VHA – RN: Level III (AES 23)","AES 23",t,t
46546,1,"AO, Deputy COS, Inpatient","2","508","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46547,1,"System Redesign Coordinator","1","693","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46548,1,"Physician Investigator","4","660","VHA – Physician: Medicine including all sub-specialties (AES 13)","AES 13",t,t
46549,1,"Radiology Supervisor","5","692","VHA – Diagnostic Imaging Technician excluding administrative support employee (for example Diagnostic X-Ray or Nuclear Medicine) (AES 39)","AES 39",t,f
46553,1,"Ultrasound sonographer","5","692","VHA – Diagnostic Imaging Technician excluding administrative support employee (for example Diagnostic X-Ray or Nuclear Medicine) (AES 39)","AES 39",t,t
46555,1,"CT technologist","5","692","VHA – Diagnostic Imaging Technician excluding administrative support employee (for example Diagnostic X-Ray or Nuclear Medicine) (AES 39)","AES 39",t,t
46557,1,"Employment Coordinator","5","348","VBA – Employment Specialist (AES 327)","AES 327",t,t
46558,1,"Advanced MSA","3","676","VHA – Clinic Scheduler (AES 49)","AES 49",f,f
46559,1,"vrs","4","674","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46560,1,"LPN","5","648","VHA – LPN (AES 26)","AES 26",t,t
46561,1,"Accreditation Coordinator","1","405","VHA – RN: Level II (AES 22)","AES 22",f,t
46562,1,"Records Manager","5","648","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46563,1,"Program Analyst","1","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46564,1,"Cheif, GI Section","5","664","VHA – Physician: Surgeon including all sub-specialties (AES 10)","AES 10",t,t
46565,1,"Clinical Nurse Leader","3","636A8","VHA – RN: Level II (AES 22)","AES 22",t,t
46566,1,"Registered Dietitian","2","673GB","VHA – Dietitians and Interns (AES 83)","AES 83",t,t
46567,1,"Readjustment Counselor/Addiction Therapist","1","528A8","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46568,1,"Employment Program Specialist","1","106","VBA – Employment Specialist (AES 327)","AES 327",t,t
46569,1,"","5","648A4","VACO – Misc. Clerk and Assistant (AES 426)","AES 426",t,t
46570,1,"Employment Specialist","3","618","VHA – Psychologist (AES 30)","AES 30",t,t
46571,1,"Vocational Rehabilitation Specialist","1","688","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46572,1,"Service Desk Technician","4","10N17","Other (including Contractor)","tractor",t,t
46573,1,"VRS","2","0724V","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46574,1,"HELPDESK ANALYST","4","10N17","Other (including Contractor)","tractor",t,t
46575,1,"","3","618GE","VHA – Psychologist (AES 30)","AES 30",t,t
46576,1,"Vocational Rehabilitation Counselor","3","578","VHA - Licensed Professional Mental Health Counselor (AES 150)","AES 150",t,t
46578,1,"Vocational Rehabilitation Specialist","2","546","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46579,1,"Program Support Assistant","2","619A4","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46580,1,"Vocational Rehabilitation Specialist","1","526","VBA – Employment Specialist (AES 327)","AES 327",t,t
46581,1,"Program Support","4","635","VBA – Program Support Assistant (AES 357)","AES 357",t,t
46582,1,"Vocational Rehab Specialist","2","0740V","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46583,1,"PACT Dietitian","3","568","VHA – Dietitians and Interns (AES 83)","AES 83",t,f
46584,1,"","5","678","VBA – Budget Analyst (AES 310)","AES 310",t,t
46585,1,"SVSR","1","314","VBA – Contact Representative (AES 319)","AES 319",t,t
46587,1,"","3","541","VBA – Vocational Rehabilitation Counselor (AES 373)","AES 373",t,t
46588,1,"CWT Program Director","4","671","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
46589,1,"PACS MANAGER","5","593","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,f
46590,1,"PRRC Program Manager","3","636A8","VHA – Psychologist (AES 30)","AES 30",t,t
46591,1,"Medical Administration Specialist","1","516","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46592,1,"Vocational Rehabilitation Specialist","4","629","VHA – Other non-licensed hands-on direct patient care provider (AES 37)","AES 37",t,t
46593,1,"Chief Steward AFGE/Audology Tech.","1","648","VHA – Health Technician (AES 75)","AES 75",t,t
46594,1,"Research Coordinator","1","642","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
46595,1,"Supervisor, Vocational Rehabilitation Specialist","3","537","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
